






































5253














1395;1427;2471












1296;2214;7064




















2489;2718;4635








488;2086;5392










362;575;6115;6199











1518


























































1076;1125;1678;8114






4397;5408









3025;5899;8708
6199

538;4569


































8420









3457









































2740



1828;4270;4693;5776














1437;5776



1794;4982
4228

























4633;4939













5004;6610











108;575;1129;6115;6199

















388;2974







380;2974
4225


5023












1055;6294






















1115;2601







1501;6628;7130

4536

















481;1847;5935
























456;1847;5935





1127;4694
97;2086;5392


























6619

5888




















199;4569








1808;2086;6714;7830





7111







6396













108;362;6115;6199

































































2215;7220


































1022;4054;6857


















5280;7280;8190


















































































































































































































































7207;8166











3335;7646























































3653;5938;6427;6480;6656















676;4054;6857



2535

2444;6503










2637;4675







2212;2601







405;6294




















179;1125;1678;8114







7145;7844






























428;2601


5812;8366






179;1076;1678;8114

487;4694

362


























7100














































3426;6016;8691















































1545;4563



















7939
















7273







67;2214;7064

3095;3563;5272








































6194



4609;5485






















3197















1466

3059;4994



1443;2262;3513;8459


2863



54;1427;1792;2467;2471;2741;5162;6854


























3484




54;1395;2471









305;5776





1388
7736



1604

















1382



























2772;8280






436;6628;7130
















120























1844;3567


1251;4563


1565;2535;3192




3497;7526;8158











1548;2535;3192






































1448




































3480;5821

1748;2297;2694;2898;4506



















8600
2502


6673










179;1076;1125;8114


































3135;8624









2120;2376;2696









7857;7875



8469










1643;2694





























6497













1395;2467;2741;5162;6854

309;4982








3337




547;2086;6714;7830


6372




4601;6316




2156






290;4270;5776





2887





3741;5876;7645



1542;3567

2861;4351;4937;6081;7312
456;481;5935




















































































































































6305

























































































97;488;547;1808;5392;6714;7830

































1723;2376;2696


4686;4916










2257





















1821




6708







4887







































6372

4932;6066
1047;2601

67;1296;7064
641;7220









































2134




1388;3513;8459










3461;6007;6970;7384




2513;3911



3441;5764;8752














1643;2898;4506






































8572







































1723;2120;2696


8212
































































1028;6503








4621;6792













1395;1792;2741;5162;6854



54;1395;1427












3053;5270




88;2718;4635












1664










2278;3911













8512;8572







1026;1548;1565;3192












7176
















































5755



428;1047;1115;2212



































1039;4675




6575;7070



























4305


2784




















1643;1748;3797;8618

1723;2120;2376
















3700;5924




88;2489;4635






3930














286
1395;1792;2467;5162;6854






























1494;8280











2673











3626;6630


















































7979







6933;7137





1846;6081;7312

1391























1834










1643;2297;4506















































3058


















4650
5107







380;388












8187





































196



























2484;5270




2946
1384;4994















3700





7689





4532







1298;3563;5272












6234

3681;5092





















4290;4371;5361


1713;8624
























































1548;1565;2535




1366








8588


























6106;7101;7270





































































































950;7646

1803











































4877


























7216
3565
















1203;6016;8469;8691














2282;5764;8752















244
5761


2273;6007;6970;7384


















1641;5821



1422












1553;7526;8158




3697






3646;6733



1388;2262;8459














5187


































1298;3095;5272;5703

3409

1542;1844
























































3919;8159

2796;6630



















3509;6733






1006;5938;6427;6480;6656
























8711


3110;5092















3502


2713;3075;5924








































1840;5876;7645




6168









7069;7196













4894


























2694;8618







































4917;5897









































































2278;2513







3624;8159










2725





































































8547





4017;5860










4006;5860


























8416









676;1022;6857





















5239;8185





8581














6545































































































































389


310













4562;6832



























290;1828;5776

7965;8638







7963









3132;4371;5361














2670













































1846;4937







8251











3132;4290;5361















7776;7855









186;5408


































































7786









































1643;2297;2898

























3087



438

























4242;6832
1251;1545





199;538

















5288













1816;6316







1343;5485











2453;6792











336;4939

88;2489;2718











7248


2965
6225;6311

















7526





1039;2637










2123;4916






290
487;1127















































































































7982






































































3381









2169






3770



















6435

2123;4686
3837;5897













6216
2211;6066




1846;4351

336;4633


























4978;6215;7251











4966;6215;7251



309;1794











1384;3059









350;6610


















392




































































3110;3681














2966






















































1395;1792;2467;2741;6854
























3528



















































4076;8185



7231









39
















2484;3053

1298;3095;3563







695;7280;8190
7254;7308




7341;7438

4587











































