

































































2589;5710



399;541;7122;8224






























1436;2587;4218





















2402;4839;6380


































































































6939




380;7157













1074;6066

1737;3341




























4883






















3093









































5180









1006;1840
































227;7157











5023;5871




6130;7070

70;541;1904;7122;8224























2991;5219









5235


4716;7226
















5007


547;1847;7292











4343






1023


























549

4587





3700






























70;399;1904;7122;8224





456;1847;7292

502



3550



4980









8750



4612













































































































7407


































2947









































































































































































































3718

























2116;4722;7379






4087

















































1257;3930




347;1840;3346;7216
















475































6294;7131











1384;2107;3059




1129;5025;6220;6377;6821

241;6066























8440
2154


























2087


1072;3550;4322;5025;6220;6377;6821













































4219


1792














































































1001;3930









1391;2436;6700


2687

























3894








1385;2376



3313













3370
1828























4899



































1067;2107;3059;3418;4333;4953
1305;2376





1267;2436;6700












































101;2587;4218






6613


















3071































2209;4587;5266
































































































































































7879


























































8750






















243;3341









7482









3109





















3090;7344










3499;5901

1178



































1324











347;1006






456;547;7292
























































399;541;7122;8224






4255







































































































7635




























8584


3617







































1126



















1067;1384;3059








944;4722;7379;8277;8609






2813






















2670







1099



2490






























3694



















1494











































6441


























































































































1305;1385

























123













3795













5268;6853;7371;8105





1267;1391;6700





































5234;5256















2158
































































































101;1436;4218

66;5710








































4301;5345










3713;8002




























2146
















1270

























6754































3654;5275

















4664;6090

















































2123




































3391;5513;6593









7384;8689;8864
