





















5185





542;7567



1083;4956






























356;2164







































3684;5026;5032;8336





















915;6438





3581

























5260













8248










6802












6133













































3826













1383



2221












4597;4883;7506









7260;7460










7923


























2193

3381;4956






2757;3939



5214






















63;2164





380;1906;4606

















362;1906;4606







3025









6802













4367;4868







2672











2087;4837;6151;6181;8157








































3387;4770


8523

































5056












5235;6279;6754


















28;7567




5347;6244





7111










































































6679




















































































8342;8768





2108;6266;6268

2974;5214;8141




















































7610













3515;3563







































































































6714;7196;7281















4832






125;6438












































7312


























3164





































6277





























1774;6294;6324









3613












4813;8416;8583




32;4956







7145;7844


























8366























































































































4947;5549
































7631






6470
















2144;6657


























2372;6735



































3197;6058;8616







5773
















255











2467;2768;3393;6308














3856;6339








1638;4664;8387


3369;3484







































































8280

























5243
























7801












































































2609;2643;2706





3612;6839









1419;7819;8191





















2730;4251;7116







4928




























3536



4838









4622;7280









1835;8447




















































1055;6294;6324













































5158;5243;7287













8350
1721;8447
3681;4733





















































7452















362;380;4606




















2804









































































































2662;2755;5216





















































432;4837;6181





4160;4641














719;6266;6268



























3105;3357







1295;6657



















63;356

























4119;5807


320;3798











8140
8140





2601








259


5368





2399;5924













































































































































1322;6735


























2230;5924






















































3608;3665;3928












1395;2768;3393;6308















2714








































































































5151












2212







1622;2643;2706

































1622;2609;2706


















2033;2755;5216









420

































1622;2609;2643







2483















1660;4251;7116














6180









2033;2662;5216

329;3939

7706








1395;2467;3393;6308



































1927





















































































































































