










4939;4975



997

1000;3301














































795























495;2718























1436;5160

















































5529






















1882



277;7327





























2195;6109
















































2051;3312;4301;6338








189;7327


4933;7834;8261
























1080;7390;7391





















2678;6348

2447;3108;6723;7218
































380;388






6391










362;388







362;380




































































3355;4968





































88;2718


























































































5121

































































3382;3387;4217


4849




































































8767




































2140

































64














3558


























































































































































































15
4169

17;3301















































































305;7390;7391







































8516






1437















































































































































7631



























2952











4068





3103
















6693






















5587














5459;5501











3059
2436;6700
















3669;5355;7772



















4588;4917













112;5160
1127
























5620;8536

















1852;8612














































































































































3751;4129;5776

















2597;3480;5821






































3477




4939;6226






































2108


























































3336;5821




































3312;5345;6338































1480;8612





























185
























































































































2144;6965















































268;3312;4301;6338









































3535;3902














1724



3724



4722;7379























761



2003;6965


















































219;6109


































4136;6984







































































































































7046

3602












































4644;6605


3795



















1385;6700










329;3108;7218
2995;3553;3695




























6187



















































































4449



































1641;3480;5821













































2735;3330


























3192







327;6348







































88;495
















2643
























































































































































































































1299










































2448;3553;3695



































3587



























1384


7339














6765;8615

























1317




329;2447;7218





5125













































































2670












































































































17;1000










268;1820;2051;4301;5345;6338






4382;8625
4358;6364









2643





1783;5495;5821




7403













457;4968


























652;3387;4217




652;3382;4217

























































































1680


1641;2597;5821
3603








































5202
6613;8459











2093;3902

















2448;2995;3695




810




























3031














2368
3481































































5408

1402;5355;7772

























2448;2995;3553














7260;7287













2112




















6851





1623;4129;5776











































2416

8598









































8163






























































2093;3535





































































































































































1311



4886;5557



















































4397




1623;3751;5776






2230;6984
































998













4692;7189

































652;3382;3387



















































































268;2051;3312;6338
























































3320;6364























3319;8625














4124



















































2561






























































































































7128











1422;4917























































2413;6605















































4183;7189





























2116;7379









































































7673;8033




















































655




































4072;5557






























1422;4588















280;7834;8261





11;1685;4975;6226




























457;3355






11;4939

































































6072














5416
































































586



3114













